"location","latitude","longitude"
"Unit0216","39.714344","-105.12394"
"Placerville","38.72528","-120.82192"
"MMCA81023","38.219913","-122.26713"
"Avenida de la Indust","31.7122","-106.3953"
"Eagle Pass C319","28.704607","-100.45116"
"MMNPS1027","40.551945","-124.12594"
"MMCA82021","38.545673","-119.47885"
"HANOVER","37.6061","-77.2189"
"Humboldt Mountain -","33.9828","-111.7987"
"MMCA81033","38.804237","-123.01823"
"Big Bear","34.264706","-116.86166"
"MMCA81010","38.93312","-119.97167"
"GBUAPCD EBAM @ Crowl","37.566772","-118.742"
"Thunder Basin","44.6633","-105.2875"
"MMCA81033","34.39005","-119.5064"
"CCNY","40.8197","-73.9481"
"La Grande Hall & N S","45.3235","-118.0778"
"MMCA81010","38.933197","-119.97191"
"Rincon Valley School","38.481834","-122.670784"
"MMCA81010","38.93321","-119.971924"
"MMCA81042","38.51074","-122.80591"
"MMCA81012","40.639618","-122.23833"
"GBUAPCD EBAM @ Lee V","37.956875","-119.12104"
"Pike/CASTNET","33.18117","-84.41006"
"Indpls-E.16th St","39.7892","-86.0608"
"Coos Bay Marshfield","43.362576","-124.21886"
"Mobile_WhiteSalmon","45.73236","-121.49231"
"MMNPS1026","40.946796","-123.63649"
"Vichy Elementary Sch","38.335045","-122.25792"
"GBUAPCD EBAM @ June","37.78435","-119.07362"
"Houston North Loop C1052","29.81453","-95.38769"
"Unit0269","38.979267","-105.353"
"PM2.5 Mammoth Lakes","37.64576","-118.96664"
"MMCA81036","38.7532","-122.62208"
"MMNPS1026","40.946796","-123.636536"
"Coleville EBAM","38.54565","-119.47889"
"Kittanning","40.8142","-79.565"
"Indpls-Washington Pa","39.810833","-86.11444"
"St. Paul-University","44.9556","-93.1459"
"MMNPS1031","40.800735","-124.158554"
"MMNPS1027","41.75602","-124.20342"
"GBUAPCD EBAM @ Bento","37.817806","-118.4759"
"Coleville EBAM","38.54564","-119.47889"
"MMCA81023","38.21989","-122.267105"
"PEORIA_F","40.6869","-89.6072"
"Unit1027","36.135857","-118.81102"
"PM2.5 Woodfords EBAM","38.76555","-119.80734"
"Moxa Arch","41.7506","-109.7897"
"MMCA81032","38.21145","-122.13293"
"Taylorsville Liledou","35.9139","-81.191"
"Steubenville","40.36645","-80.61569"
"Columbus - Maple Can","40.087807","-82.95959"
"MMCA81010","38.933167","-119.97191"
"Eastlake","41.673004","-81.422455"
"GBUAPCD EBAM @ Bridg","38.257687","-119.21853"
"Unit386","35.687054","-105.89565"
"GBUAPCD EBAM @ Lee V","37.360737","-118.33089"
"Brigham City","41.4928","-112.0187"
"MMCA81039","35.5035","-119.27255"
"MMCA81051","35.52717","-120.52877"
"Unit153","48.97121","-115.1951"
"Kihei, Maui","20.7808","-156.4461"
"Hinds CC","32.346733","-90.22576"
"Portland - Spangler","45.25928","-122.58815"
"McMinnville High Sch","45.21956","-123.19298"
"Turlock - S. Minaret","37.4883","-120.8358"
"MMCA81033","34.39015","-119.50645"
"MMNPS1031","40.8007","-124.15858"
"Huntington Wildlife","43.97","-74.22"
"Waterville","41.494175","-83.71894"
"CASSOPOLIS","41.8956","-86.0017"
"MMCA81033","38.560886","-121.50716"
"Kokomo - E. Vaile Av","40.48135","-86.10972"
"MMCA81036","38.753113","-122.622055"
"MMCA81017","39.035152","-120.1249"
"1001","38.684383","-120.98825"
"GBUAPCD EBAM @ Alpin","38.7663","-119.8076"
"MMNPS1031","40.800713","-124.15847"
"MMCA81014","35.408024","-120.546585"
"Bronx - IS74","40.8147","-73.8867"
"MMCA81036","38.753124","-122.622185"
"MMNPS1031","40.800724","-124.158424"
"MMCA81032","38.211502","-122.132996"
"MMCA81033","38.506985","-122.47151"
"Coleville EBAM","38.548374","-119.463295"
"MMCA81038","39.79337","-123.26954"
"Dayville","37.954445","-87.32167"
"MMNPS1026","40.94688","-123.63655"
"MMCA81042","38.510696","-122.80599"
"MMCA81039","35.50349","-119.2726"
"Hilo","19.717562","-155.11053"
"Vichy Elementary Sch","38.335064","-122.25794"
"Lower Price Hill","39.10492","-84.55117"
"Minneapolis - Bottin","45.01361","-93.27205"
"GBUAPCD EBAM @ Crowl","37.56672","-118.742035"
"GBUAPCD EBAM @ Alpin","38.766277","-119.8076"
"MMNPS1027","40.551952","-124.126"
"Toppenish-Yakama Tri","46.3802","-120.3326"
"MMCA81030","38.561077","-121.51428"
"Mt Vernon-2nd Ave","48.4102","-122.3376"
"GBUAPCD EBAM @ Bento","37.817795","-118.47594"
"Redding","40.5497","-122.3792"
"Sparks","39.540916","-119.74676"
"Unit153","48.971237","-115.1951"
"GBUAPCD EBAM @ Bento","37.817783","-118.47594"
"Tillamook Forestry D","45.457348","-123.80281"
"MMNPS1027","41.75605","-124.20348"
"Andrew Johnson Elem.","36.526417","-82.52868"
"Lone Pine EBAM","36.607197","-118.05464"
"MMCA81026","41.528053","-122.36441"
"MMNPS1031","40.80069","-124.15858"
"LESTER BUILDING SYST","39.2828","-78.0814"
"GBUAPCD EBAM @ Alpin","38.766235","-119.807625"
"Cle Elum_Mobile","47.19758","-120.95831"
"Hawthorne","40.7335","-111.8717"
"Austin Webberville R","30.2633","-97.7131"
"MMCA81033","38.560898","-121.50716"
"GBUAPCD EBAM @ Lone","36.608967","-118.05797"
"Boonville","38.0519","-87.2783"
"MMCA81006","41.83911","-122.851204"
"GBUAPCD EBAM @ June","37.784256","-119.07358"
"PM2.5 Mammoth Lakes","37.645767","-118.96651"
"ARB OER","38.568504","-121.493256"
"Cle Elum_Mobile","47.19763","-120.95823"
"Ritzville-Alder St","47.128","-118.3819"
"MMCA81033","38.56084","-121.50713"
"Bakersfield - Califo","35.356667","-119.062775"
"Rocky Mountain NP","40.2778","-105.5453"
"Mobile_Cle Elum","47.197266","-120.95926"
"Coleville EBAM","38.545673","-119.47883"
"Mobile-Pomeroy","46.474438","-117.61476"
"Santa Rosa Fire Stat","38.438362","-122.67115"
"Coleville EBAM","38.54568","-119.47885"
"Wilgus","38.62901","-82.45886"
"Gardiner","44.23062","-69.785"
"Cle Elum_Mobile","47.19752","-120.95827"
"MMCA81036","38.753178","-122.62214"
"GBUAPCD EBAM @ Crowl","37.56675","-118.741974"
"Maspeth","40.7269","-73.8933"
"Upland","34.0986","-117.6733"
"GBUAPCD EBAM @ Alpin","38.766266","-119.8076"
"GBUAPCD EBAM @ Bento","37.817837","-118.47596"
"MMCA81014","35.407894","-120.546715"
"Unit1019","36.13839","-118.617065"
"GBUAPCD EBAM @ Crowl","37.566807","-118.741974"
"MMFRA1001","39.39647","-121.14388"
"MMCA81023","38.21989","-122.26706"
"GBUAPCD EBAM @ Lee V","37.956852","-119.12092"
"Corpus Christi Huisa","27.8042","-97.4314"
"Spanish Fork","40.1364","-111.6602"
"MMCA81033","34.39019","-119.506424"
"PUBLIC HEALTH 4","41.97677","-91.68766"
"Lone Pine EBAM","36.607292","-118.0547"
"MMCA81027","41.796314","-123.37522"
"Smithfield","41.842777","-111.85194"
"Detroit Lake","44.728313","-122.182755"
"Clinton C403/C304/AH113","29.733727","-95.25759"
"GBUAPCD EBAM @ June","37.784344","-119.07365"
"Weiser PM25","44.261696","-116.97917"
"Savannah L&A","32.0903","-81.1306"
"GBUAPCD EBAM @ Bento","37.81729","-118.475296"
"MMCA81017","39.035194","-120.12488"
"Meyer Park C561","30.011667","-95.5225"
"NEW HAVEN","42.7314","-82.7936"
"Unit153","48.971153","-115.195045"
"MMCA81044","41.04752","-123.67711"
"MMNPS1026","40.94685","-123.636536"
"Plain_Mobile","47.768543","-120.66451"
"Riverside - Rubidoux","34.0103","-117.4258"
"Natomas - Goldenland","38.650715","-121.50665"
"MMNPS1017","41.426804","-122.38109"
"Unit1019","36.13839","-118.61709"
"Port Orange","29.1092","-80.9939"
"Mobile_Plain","47.768555","-120.664536"
"GBUAPCD EBAM @ Bridg","38.257687","-119.2184"
"MMCA81014","35.407883","-120.546646"
"Highland Reservoir -","39.5689","-104.9572"
"Coleville EBAM","38.54561","-119.478806"
"PHNX CITY","32.4678","-85.0839"
"Mille Lacs","46.2056","-93.7589"
"Madawaska PSB","47.3553","-68.3211"
"Bayamon 37 (NCore)","18.41923","-66.15042"
"MMNPS1026","40.94685","-123.63657"
"Fellows Lake","37.31951","-93.204636"
"MMCA81033","38.80425","-123.01825"
"Kingsport","36.5408","-82.5217"
"GBUAPCD EBAM @ Bridg","38.257633","-119.21846"
"Hamshire C64","29.863953","-94.3178"
"Baytown Wetlands Center C552","29.733055","-94.984726"
"Santa Rosa Fire Stat","38.43835","-122.67113"
"GBUAPCD EBAM @ Coso","36.049435","-117.943855"
"Friendship Park","35.28179","-80.85147"
"Unit0216","32.396694","-110.99711"
"P2","39.5958","-110.77"
"Idaho Falls PM2.5","43.4683","-112.0531"
"Salinas AMS","36.6947","-121.6222"
"Foley","39.0447","-90.8647"
"MMCA81033","38.56094","-121.507095"
"Mt. Washington base","44.37","-71.29"
"Lebec","34.8416","-118.8647"
"MMCA81024","41.0471","-123.675156"
"Forest Grove Pacific","45.52483","-123.10554"
"GBUAPCD EBAM @ Alpin","38.76632","-119.80747"
"GBUAPCD EBAM @ Lone","36.60901","-118.05786"
"North Beach","36.542233","-117.99005"
"MMCA81026","41.528065","-122.364456"
"Cadiz","36.7841","-87.8499"
"GBUAPCD EBAM @ Lee V","37.956905","-119.121025"
"Paul Meyer","36.106388","-115.253334"
"Paradox","38.342762","-108.94499"
"Clinton, Rainbow Par","41.875","-90.1775"
"MMCA81024","41.04712","-123.67524"
"Mobile_WhiteSalmon","45.732372","-121.49229"
"MMCA81014","35.40796","-120.54661"
"MMNPS1031","40.800766","-124.15847"
"GBUAPCD EBAM @ Bento","37.817825","-118.47592"
"MMCA81012","40.639553","-122.23829"
"Cle Elum_Mobile","47.197598","-120.95827"
"Vichy Elementary Sch","38.335045","-122.257965"
"Unit1019","36.138294","-118.61709"
"GBUAPCD EBAM @ Woodf","38.76559","-119.80739"
"LUMS 2","39.5513","-75.732"
"Kenosha-Water Tower","45.296","-87.886"
"Hidden Valley School","38.473618","-122.70072"
"Cle Elum_Mobile","47.197586","-120.958145"
"MMCA81032","38.211456","-122.13295"
"Mobile_WhiteSalmon","48.18655","-117.04903"
"Boston-Von Hillern","42.325195","-71.05605"
"Salmon PM2.5","45.1787","-113.893"
"Mobile-Goldendale","45.8158","-120.81371"
"MMNPS1026","40.94684","-123.6366"
"Shreveport Airport","32.5364","-93.7492"
"Brewster_Mobile","48.088844","-119.78447"
"GBUAPCD EBAM @ June","37.784397","-119.07365"
"MMCA81033","38.560905","-121.5072"
"GBUAPCD EBAM @ June","37.784267","-119.07352"
"1001","38.684364","-120.98818"
"Clemson","34.6533","-82.8386"
"PM2.5 Woodfords EBAM","38.765602","-119.80741"
NULL,"38.933132","-119.98113"
"MMFRA1001","39.3965","-121.14401"
"Ontario Near Road","34.068115","-117.525795"
"MMCA81010","39.649048","-121.649574"
"MMCA81030","38.93322","-119.97197"
"MMNPS1031","40.800755","-124.15847"
"St. Paul - Downtown","44.9507","-93.0985"
"Seedskadee","41.905003","-109.84995"
"BELLFNT2","39.773888","-75.49639"
"GBUAPCD EBAM @ Crowl","37.56673","-118.742035"
"GBUAPCD EBAM @ Bridg","38.25768","-119.21848"
"Unit328","35.67154","-105.955635"
"Cleburne Airport C77","32.353592","-97.436745"
"Harriman","35.9386","-84.5439"
"Shakopee","44.7894","-93.5125"
"MMNPS1031","40.80202","-124.154175"
"MMCA81033","38.50723","-122.471596"
"Zayante Fire Station","37.067","-122.057205"
"MMCA81033","38.560833","-121.50713"
"DETROIT - W LAFAYETT","42.3231","-83.0689"
"Unit0216","39.714386","-105.12392"
"UH WG Jones Forest C698","30.2362","-95.4832"
"Spokane-E Broadway A","47.663963","-117.25765"
"GBUAPCD EBAM @ Bento","37.817753","-118.47585"
"Unit0216","39.71435","-105.123924"
"Plain_Mobile","47.768578","-120.6645"
"GBUAPCD EBAM @ Bridg","38.257626","-119.21846"
"MMFRA1001","39.396393","-121.14386"
"Evergreen","39.620407","-105.33872"
"E. Milton - Blue Hil","42.2117","-71.1144"
"MMCA81006","38.765797","-120.59592"
"GBUAPCD EBAM @ June","37.78428","-119.07334"
"NEWPORT","45.2378","-86.9936"
"Cove Mountain - GSMN","35.6967","-83.6089"
"Perkinstown","45.2066","-90.5969"
"Oakland","37.74306","-122.16991"
"MMCA81024","38.56139","-121.509155"
"Beaumont C2/C112","30.0394","-94.0747"
"Mobile-Goldendale","45.815865","-120.81369"
"MMCA81042","38.510708","-122.80595"
"Yulee","30.62673","-81.53597"
"GBUAPCD EBAM @ June","37.784386","-119.07362"
"MMCA81023","38.335064","-122.257965"
"Port Manatee","27.6331","-82.5458"
"SETRPC 40 Sabine Pas","29.7181","-93.8969"
"MMCA81051","35.527145","-120.52873"
"Unit153","48.971222","-115.195145"
"MMCA81030","38.933155","-119.971924"
"Plain_Mobile","47.197567","-120.95829"
NULL,"32.8095","-117.1396"
"Rumford","44.5514","-70.5463"
"MMCA81051","35.527103","-120.52877"
"MMNPS1031","40.8007","-124.158554"
"Roosevelt","40.2943","-110.009"
"Carmel Valley AMS","36.4833","-121.7319"
"Newburgh","41.4994","-74.0097"
"CHES","39.8356","-75.3725"
"MMCA82003","38.247303","-119.22005"
"Mobile-Goldendale","45.81579","-120.813774"
"Maricopa - Stanilaus","35.0544","-119.4039"
"Moncks Corner","33.183018","-80.03071"
"SAVANNAH","39.9544","-94.84901"
"Mobile_Cle Elum","47.197544","-120.95816"
"GBUAPCD EBAM 1","37.956207","-119.12422"
"CasaBlanca","33.11753","-111.88491"
"Charlestown State Pa","38.39382","-85.664116"
"MMCA81033","34.390038","-119.50647"
"MMCA81051","35.52718","-120.52879"
"Paul Neph","42.607574","-113.78529"
"MMFRA1001","39.075764","-121.634125"
"Karnack C85","32.6706","-94.1681"
"BRAIDWD","41.2222","-88.1906"
"Scott County Park","41.6992","-90.5219"
"Mammoth Lakes","37.645718","-118.966515"
"SPRINGHILL","36.0183","-83.8761"
"PM2.5 Mammoth Lakes","37.645725","-118.96651"
"Napa - Napa Valley C","38.27885","-122.275024"
"PM2.5 Mammoth Lakes","37.645767","-118.96659"
"YMCA - Marion County","29.1708","-82.1008"
"Florence-Department","43.989643","-124.109314"
"MMCA81027","41.796314","-123.375374"
"StJohns","33.29015","-112.159874"
"Echo Summit (seasona","38.81161","-120.03308"
"Coconut Creek","26.29405","-80.17634"
"GBUAPCD EBAM @ June","37.78428","-119.073685"
"Sandhill","34.1311","-80.8683"
"Channelview C15/AH115","29.802708","-95.125496"
"Indio-29 Palms","33.71969","-116.1897"
"Blackwater NWR","38.445","-76.1114"
"GBUAPCD EBAM @ Crowl","37.566742","-118.742"
"Indpls-Washington Pa","39.8108","-86.1147"
"BUTNER","36.14111","-78.76806"
"Higley","33.309944","-111.72003"
"Unit0216","39.714096","-105.123695"
"SHEBOYGAN","43.665","-87.7161"
"Cle Elum_Mobile","47.197746","-120.95829"
"GBUAPCD EBAM @ Bridg","38.25759","-119.21846"
"GBUAPCD EBAM @ Lee V","37.95694","-119.12093"
"County Sheriff Impou","29.1928","-82.1733"
"Havre","48.551018","-109.67748"
"Unit0216","39.714367","-105.12396"
"Woodlawn","30.3942","-87.0081"
"Nipomo RP","35.0315","-120.50101"
"Coleville EBAM","38.545704","-119.47885"
"Rockingham","38.47753","-78.81952"
"Racine-Payne and Dol","42.7783","-87.805"
"GBUAPCD EBAM @ Bridg","38.25768","-119.21835"
"GBUAPCD EBAM @ Crowl","37.566708","-118.74201"
"MMCA81033","38.50705","-122.47155"
"MMCA81033","38.56082","-121.50713"
"Garyville","30.0494","-90.6367"
"Richmond - 7th St","37.9478","-122.3636"
"Whitestown","39.9975","-86.39528"
"GBUAPCD EBAM @ June","37.78428","-119.07362"
"MMCA81033","38.560833","-121.50726"
"Cannons Lane","38.2286","-85.6544"
"MMCA81010","40.548714","-122.173935"
"Welby - 78th Ave. &","39.8392","-104.9489"
"Payne's Prarie","29.5467","-82.2969"
"MMCA81032","38.211468","-122.13293"
"GBUAPCD EBAM @ Alpin","38.766224","-119.807686"
"Manitou Springs","38.853096","-104.90128"
"PM2.5 Mammoth Lakes","37.645737","-118.966545"
"Camden Spruce St","39.934444","-75.12529"
"MMCA81024","41.04711","-123.67524"
"Hawaii Volcanoes NP","19.4203","-155.2881"
"Paw Park","27.3503","-82.4797"
"WAVELAND","30.3008","-89.3958"
"Modesto - 14th Stree","37.642166","-120.99421"
"GBUAPCD EBAM 1","37.956917","-119.12093"
"Nature Center","38.96746","-84.72148"
"GBUAPCD EBAM @ Bridg","38.25772","-119.21835"
"PM2.5 Mammoth Lakes","37.645725","-118.9664"
"MMCA81032","38.21149","-122.13289"
"MMCA81006","35.758396","-120.69644"
"GBUAPCD EBAM @ Coso","36.049435","-117.94381"
"Utah Tech. Center","40.7771","-111.945"
"AJ Maintenance Yard","33.4206","-111.5033"
"Candor FRO","35.2632","-79.8635"
"Front Street","39.13198","-94.53128"
"MMFRA1001","39.396435","-121.14401"
"GBUAPCD EBAM @ Bisho","37.360683","-118.3308"
"CLEVELAND","33.7556","-90.7275"
"WEIRTON","40.42735","-80.59253"
"Silverton","45.015","-122.79038"
"MMCA82021","38.545628","-119.47883"
"MMNPS1027","40.102757","-123.7939"
"Unit153","48.97123","-115.195045"
"TRINITY (GHIB)","42.295822","-83.12943"
"PM2.5 Woodfords EBAM","38.76559","-119.80739"
"GBUAPCD EBAM @ Alpin","38.766247","-119.807625"
"Mountain View","19.555445","-155.10204"
"MMCA81014","35.40809","-120.54656"
"GBUAPCD EBAM @ Bridg","38.264694","-119.223785"
"MMCA81012","40.639458","-122.238304"
"MMCA82041","40.882713","-121.65399"
"GBUAPCD EBAM @ Coso","36.04938","-117.94379"
"GBUAPCD EBAM @ Alpin","38.766182","-119.807625"
"Kamiah-ID","46.2094","-116.0275"
"Galveston 99th St. C1034/A320/X183","29.254473","-94.86129"
"Mobile_Cle Elum","47.197586","-120.95808"
"Corona de Tucson","32.004566","-110.7925"
"MMCA82003","38.247326","-119.22007"
"PM2.5 Mammoth Lakes","37.645695","-118.96653"
"Centerburg WWTP","40.27886","-82.67956"
"MMCA81010","39.64909","-121.64961"
"GBUAPCD EBAM @ Bento","37.817776","-118.47596"
"Rincon Valley School","38.481857","-122.67077"
"Beloit-Converse","42.51831","-89.06347"
"MMCA81019","34.00249","-117.829506"
"GBUAPCD EBAM @ Lone","36.608997","-118.057816"
"Cle Elum_Mobile","47.197685","-120.95816"
"Cle Elum_Mobile","47.19752","-120.958336"
"Rule","35.97773","-83.9504"
"Wenatchee-Fifth St","47.43061","-120.34195"
"Cle Elum_Mobile","47.19758","-120.95829"
"King Greenleaf Rec C","38.87516","-77.01282"
"MMCA82003","38.247272","-119.22014"
"CARY","42.2211","-88.2411"
"Portland Near Road","45.39916","-122.7455"
"MMCA81010","38.93312","-119.9721"
"Horse Rock","39.483616","-79.02638"
"Indpls - I-70 E","39.787933","-86.13088"
"Cheney-Turnbull (SO)","47.4164","-117.5298"
"GBUAPCD EBAM @ June","37.784416","-119.07362"
"CROUSE","35.4383","-81.2753"
"MMCA81010","38.933155","-119.97173"
"Unit386","35.68704","-105.89558"
"Plain_Mobile","47.768578","-120.664474"
"Cle Elum_Mobile","47.19752","-120.9584"
"MMFRA1001","39.396545","-121.14397"
"PM2.5 Mammoth Lakes","37.645695","-118.96661"
"Mobile_Cle Elum","47.19752","-120.95825"
"Unit1029","41.728573","-122.52157"
"MMFRA1001","39.396423","-121.14392"
"Plain_Mobile","47.76861","-120.66451"
"ROCKWELL","35.5519","-80.395"
"Gary-IITRI","41.6067","-87.3047"
"GBUAPCD EBAM @ Bridg","38.257614","-119.2184"
"MMCA81042","38.510685","-122.80582"
"Perdue","25.5864","-80.3269"
"GBUAPCD EBAM @ Lee V","37.956875","-119.12092"
"Quincy BAM","39.9369","-120.9478"
"Rincon Valley School","38.48187","-122.6707"
"GBUAPCD EBAM @ Alpin","38.766193","-119.80765"
"Blue Grass Trail","37.3232","-80.4572"
"Coyote Ranger Distri","36.187733","-106.69838"
"MMCA81017","39.035175","-120.124916"
"MMNPS1026","40.946934","-123.636444"
"MMCA81012","40.638783","-122.24459"
"Groton Fort Griswold","41.3536","-72.0789"
"Bennington","42.8875","-73.2497"
"MMCA81033","38.804256","-123.01812"
"MMNPS1027","40.10275","-123.79384"
"Harvard Yards","41.446682","-81.66242"
"MMCA81051","35.527157","-120.52882"
"Unit1029","41.728554","-122.52153"
"GBUAPCD EBAM @ Coso","36.049393","-117.94379"
"New Haven","41.30129","-72.90269"
"MMFRA1001","39.43977","-121.07118"
"Unit153","48.971123","-115.19503"
"Weiser Neph","44.261696","-116.97917"
"Tunkhannock","41.605244","-75.95774"
"MMCA82023","38.560898","-121.50701"
"Reading Airport","40.3833","-75.9686"
"MMCA81033","38.804214","-123.01823"
"York","34.9356","-81.2283"
"GBUAPCD EBAM 1","37.95712","-119.12113"
"MMNPS1027","41.75604","-124.20342"
"Mobile_Cle Elum","47.197544","-120.95827"
"Brown University, Ro","41.825558","-71.40528"
"Apex","36.391006","-114.91087"
"GBUAPCD EBAM @ Lone","36.60899","-118.05792"
"Houston Aldine C8/AF108/X150","29.901037","-95.32613"
"MMCA81006","41.839134","-122.85124"
"Riverside","35.0508","-85.2931"
"Unit386","35.687023","-105.895584"
"Clearwater","46.99881","-113.38484"
"MMCA81033","38.560787","-121.50703"
"MMFRA1001","39.396458","-121.143814"
"Unit1019","36.138336","-118.61703"
"Coleville EBAM","38.545704","-119.47883"
"Mobile_Cle Elum","47.19749","-120.958206"
"GBUAPCD EBAM @ June","37.784397","-119.07371"
"Centerburg WTP","40.27886","-82.67956"
"PM2.5 Mammoth Lakes","37.64578","-118.966484"
"MMNPS1031","40.800797","-124.15851"
NULL,"38.730263","-89.95005"
"MMCA81017","39.035194","-120.12483"
"Orchard Farm","38.9022","-90.4469"
"Mobile_Cle Elum","47.197598","-120.95823"
"Laurel Hill","39.9878","-79.2514"
"TRINITY","42.295822","-83.12943"
"MMCA81010","38.93321","-119.97169"
"Plain_Mobile","47.768555","-120.66456"
"Hurst Road","64.76297","-147.3103"
"Mobile-Goldendale","45.815735","-120.81371"
"San Jose - Knox Ave","37.338203","-121.84989"
"Long Beach Signal Hi","33.793713","-118.17102"
"PM2.5 Mammoth Lakes","37.645695","-118.966484"
"Hood River West Side","45.68514","-121.52748"
"MMCA81042","38.51074","-122.80592"
"SLV Middle School AM","37.06315","-122.08309"
"Riverton Mobile","43.024216","-108.3637"
"MMNPS1017","41.426792","-122.38109"
"Carlsbad Caverns - B","32.1781","-104.4433"
"MONROE STERLING ST P","41.92357","-83.345856"
"Mobile - Chickasaw","35.901325","-96.01275"
"Leopold","38.1131","-86.6036"
"MMCA81033","38.806255","-123.0193"
"MMCA81012","40.639576","-122.238266"
"ALLE","40.6119","-75.4325"
"Pinnacles NM","36.485","-121.1556"
"Lone Pine EBAM","36.60726","-118.05462"
"MMCA81033","34.390038","-119.50651"
"STILWELL CASTNET & N","35.7506","-94.6697"
"MMCA81012","40.639545","-122.23833"
"Mobile_WhiteSalmon","45.732403","-121.492355"
"MMCA81033","38.50734","-122.47162"
"Unit153","48.97126","-115.19509"
"MMCA81042","38.51075","-122.80595"
"Mobile_Plain","47.76863","-120.6645"
"Greeley Hospital","40.4147","-104.7061"
"MERIDIAN","32.364346","-88.73145"
"GBUAPCD EBAM @ June","37.78428","-119.07352"
"GBUAPCD EBAM @ June","37.784374","-119.0736"
"MMCA81009","39.403862","-120.19569"
"DP4TH PRECINCT (GHIB","42.312157","-83.09194"
"Brawley - 220 Main S","32.9783","-115.5383"
"MMNPS1031","40.800735","-124.15853"
"Danbury","41.4014","-73.4447"
"GBUAPCD EBAM @ Bento","37.81828","-118.49137"
"GBUAPCD EBAM @ Bridg","38.257614","-119.21846"
"GBUAPCD EBAM @ June","37.78444","-119.07366"
"BCSP","39.817223","-75.56389"
"GBUAPCD EBAM @ Lee V","37.957108","-119.121086"
"Juliaetta E-sampler","46.57873","-116.70896"
"MMNPS1026","40.946873","-123.63647"
"BONTERRE","37.90084","-90.42388"
"Vichy Elementary Sch","38.335033","-122.25794"
"MMCA81016","41.304226","-123.5372"
"Santa Rosa Fire Stat","38.438393","-122.67104"
"MMNPS1031","40.80068","-124.158424"
"Hidden Valley School","38.473606","-122.700745"
"Houston North Wayside C405","29.828087","-95.284096"
"MMCA81010","40.700996","-122.33729"
"East Orange","40.7575","-74.2005"
"San Antonio","28.3322","-82.3056"
"Unit153","48.971394","-115.19518"
"GBUAPCD EBAM 1","37.956875","-119.12098"
"MMCA81014","35.40796","-120.54669"
"Vichy Elementary Sch","38.335033","-122.258"
"Millbrook NCore","35.8561","-78.5742"
"Vichy Elementary Sch","38.335","-122.25794"
"Pleasanton - Owens C","37.70122","-121.90302"
"Unit0269","38.97928","-105.35307"
"Voyageurs NP","48.4128","-92.8292"
"Mobile_Cle Elum","47.197533","-120.95825"
"GBUAPCD EBAM @ Crowl","37.566784","-118.741974"
"East Chicago Post Of","41.628613","-87.46139"
"Rockford","42.267002","-89.08917"
"Leavenworth_Mobile","47.558624","-120.67269"
"FOND DU LAC","43.6878","-88.4219"
"GBUAPCD EBAM @ June","37.784473","-119.07375"
"ChelmsfordNR","42.612114","-71.30752"
"GBUAPCD EBAM @ Lee V","37.95683","-119.12087"
"Mercer Arboretum C557","30.038055","-95.38111"
"MMCA81010","40.505253","-122.54348"
"East HS","41.063526","-81.468956"
"Sheridan Mobile","44.80353","-106.96176"
"Newport-Calispel","48.181244","-117.05275"
"Cashmere Mobile","47.51999","-120.47335"
"MMFRA1001","39.43974","-121.07116"
"Unit153","48.97126","-115.19516"
"La Habra","33.9258","-117.9506"
"Coleville EBAM","38.54578","-119.478874"
"PM2.5 Mammoth Lakes","37.64575","-118.966545"
"HATTIEAVEN","36.1106","-80.2267"
"MMCA81032","38.21145","-122.13295"
"Arnold West","38.44858","-90.39844"
"MMCA81033","38.560875","-121.50707"
"Fargo NW","46.9336","-96.8547"
"Basin","44.28","-108.04111"
"Newport_Mobile","46.5592","-120.4947"
"MMCA81023","34.25199","-116.83387"
"Unit153","48.971195","-115.195114"
"Lucerne Valley","34.4101","-116.906876"
"Unit153","48.971073","-115.19501"
"MMCA81010","38.933228","-119.971924"
"Fairplay","39.2403","-105.9831"
"Mountain View","19.5698","-155.0806"
"GBUAPCD EBAM @ Lee V","37.360703","-118.330826"
"MSHOALS","34.7606","-87.6506"
"AIR LAB","35.9803","-83.9306"
"Rossville-Williams S","34.9784","-85.2943"
"Unit153","48.971245","-115.19509"
"MMCA81010","40.505207","-122.54341"
"Near Road","43.59393","-116.38125"
"Vernal #4","40.46472","-109.56083"
"Fulton","43.28428","-76.46318"
"GBUAPCD EBAM @ June","37.785683","-119.07281"
"Plain_Mobile","47.768543","-120.66458"
"SHIRLEY PLANTATION","37.34438","-77.25925"
"Houston Westhollow C","29.7233","-95.6358"
"MMNPS1031","40.800724","-124.15847"
"Cle Elum_Mobile","47.19763","-120.95827"
"Unit386","35.68704","-105.895584"
"Trenton","33.7397","-81.8536"
"Unit1019","36.138454","-118.61704"
"TROUT LAKE","46.0481","-89.6536"
"GBUAPCD EBAM @ Lone","36.608967","-118.05801"
"GBUAPCD EBAM @ Lee V","37.956882","-119.121025"
"Palmer","61.5989","-149.10622"
"PM2.5 Mammoth Lakes","37.645683","-118.966545"
"GBUAPCD EBAM @ Woodf","38.765656","-119.80741"
"GBUAPCD EBAM @ Crowl","37.56672","-118.74206"
"San Bernadino - 4th","34.106678","-117.27406"
"Honolulu","21.3103","-157.8581"
"Nashua - Gilson Rd.","42.718655","-71.522415"
"RHINELANDER","45.6453","-89.4125"
